HMDB_ID	origin	Formula	Neutral mass	mz	md	inclusion
HMDB52732	LIPID	C66H106O6	994.7989411	995.8062177	0.806217724	n
HMDB52807	LIPID	C66H106O6	994.7989411	995.8062177	0.806217724	n
HMDB53542	LIPID	C66H106O6	994.7989411	995.8062177	0.806217724	n
HMDB53547	LIPID	C66H106O6	994.7989411	995.8062177	0.806217724	n
HMDB53554	LIPID	C66H106O6	994.7989411	995.8062177	0.806217724	n
HMDB53619	LIPID	C66H106O6	994.7989411	995.8062177	0.806217724	n
HMDB54776	LIPID	C66H106O6	994.7989411	995.8062177	0.806217724	n
HMDB54781	LIPID	C66H106O6	994.7989411	995.8062177	0.806217724	n
HMDB54794	LIPID	C66H106O6	994.7989411	995.8062177	0.806217724	n
HMDB54799	LIPID	C66H106O6	994.7989411	995.8062177	0.806217724	n
HMDB44016	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB44421	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB44821	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB44846	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB44852	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45003	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45055	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45061	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45165	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45184	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45225	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45237	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45346	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45598	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45622	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45628	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45653	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45798	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45823	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45829	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45853	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45860	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45903	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45954	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB45972	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46023	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46085	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46103	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46128	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46347	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46370	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46376	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46400	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46538	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46544	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46562	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46592	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46599	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46664	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46712	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46839	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB46856	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47068	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47090	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47096	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47119	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47227	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47233	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47251	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47257	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47279	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47286	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47296	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47297	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47374	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47376	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47394	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47422	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47424	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47440	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47441	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB47562	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB48733	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB48859	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB49201	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB49207	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB49356	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB49496	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB49823	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB49829	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB49971	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB50104	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB50396	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB50402	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB50419	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB50426	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB50518	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB50680	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB50925	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB50942	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB51481	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB51496	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB51503	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB51568	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB51585	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB51969	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB51983	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB51990	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB52051	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB52486	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB52488	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB53342	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB54371	LIPID	C65H118O6	994.8928415	995.9001181	0.900118108	n
HMDB39863	Food	C50H44O22	996.2324231	997.2396997	0.239699692	n
HMDB10036	Endogenous	C43H83O19P3	996.47414	997.4814166	0.48141661	n
HMDB10037	Endogenous	C43H83O19P3	996.47414	997.4814166	0.48141661	n
HMDB10053	Endogenous	C43H83O19P3	996.47414	997.4814166	0.48141661	n
HMDB10060	Endogenous	C43H83O19P3	996.47414	997.4814166	0.48141661	n
HMDB10072	Endogenous	C43H83O19P3	996.47414	997.4814166	0.48141661	n
HMDB10085	Endogenous	C43H83O19P3	996.47414	997.4814166	0.48141661	n
HMDB10560	LIPID	C67H96O6	996.7206908	997.7279674	0.727967404	n
HMDB55799	LIPID	C67H96O6	996.7206908	997.7279674	0.727967404	n
HMDB52709	LIPID	C66H108O6	996.8145912	997.8218678	0.821867788	n
HMDB52717	LIPID	C66H108O6	996.8145912	997.8218678	0.821867788	n
HMDB52821	LIPID	C66H108O6	996.8145912	997.8218678	0.821867788	n
HMDB53535	LIPID	C66H108O6	996.8145912	997.8218678	0.821867788	n
HMDB53541	LIPID	C66H108O6	996.8145912	997.8218678	0.821867788	n
HMDB53631	LIPID	C66H108O6	996.8145912	997.8218678	0.821867788	n
HMDB54499	LIPID	C66H108O6	996.8145912	997.8218678	0.821867788	n
HMDB54519	LIPID	C66H108O6	996.8145912	997.8218678	0.821867788	n
HMDB54775	LIPID	C66H108O6	996.8145912	997.8218678	0.821867788	n
HMDB54793	LIPID	C66H108O6	996.8145912	997.8218678	0.821867788	n
HMDB44239	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB44401	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB44839	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB44845	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB44995	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB45036	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB45157	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB45218	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB45615	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB45621	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB45645	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB45652	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB45779	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB45790	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB45895	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB45946	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB46004	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB46077	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB46363	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB46369	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB46392	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB46399	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB46496	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB46521	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB46656	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB46760	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB46761	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB46831	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB47083	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB47089	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB47111	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB47118	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB47211	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB47487	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB48053	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB48557	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB48705	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB48726	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB49188	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB49308	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB49349	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB49368	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB49811	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB49925	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB49964	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB49982	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB50385	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB50474	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB50493	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB50511	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB50547	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB51466	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB51545	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB51561	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB51578	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB51955	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB52029	LIPID	C65H120O6	996.9084916	997.9157682	0.915768172	n
HMDB02150	Endogenous	C39H67NO28	997.3849606	998.3922372	0.392237165	n
HMDB06589	Endogenous	C37H62N2O29	998.343824	999.3511006	0.351100632	n
HMDB06593	Endogenous	C37H62N2O29	998.343824	999.3511006	0.351100632	n
HMDB06600	Endogenous	C37H62N2O29	998.343824	999.3511006	0.351100632	n
HMDB06608	Endogenous	C37H62N2O29	998.343824	999.3511006	0.351100632	n
HMDB06631	Endogenous	C37H62N2O29	998.343824	999.3511006	0.351100632	n
HMDB40848	Food	C49H74O21	998.4722594	999.479536	0.47953603	n
HMDB10035	Endogenous	C43H85O19P3	998.4897901	999.4970667	0.497066674	n
HMDB10059	Endogenous	C43H85O19P3	998.4897901	999.4970667	0.497066674	n
HMDB10553	LIPID	C67H98O6	998.7363409	999.7436175	0.743617468	n
HMDB10559	LIPID	C67H98O6	998.7363409	999.7436175	0.743617468	n
HMDB54329	LIPID	C67H98O6	998.7363409	999.7436175	0.743617468	n
HMDB55123	LIPID	C67H98O6	998.7363409	999.7436175	0.743617468	n
HMDB55137	LIPID	C67H98O6	998.7363409	999.7436175	0.743617468	n
HMDB55679	LIPID	C67H98O6	998.7363409	999.7436175	0.743617468	n
HMDB55775	LIPID	C67H98O6	998.7363409	999.7436175	0.743617468	n
HMDB55795	LIPID	C67H98O6	998.7363409	999.7436175	0.743617468	n
HMDB55798	LIPID	C67H98O6	998.7363409	999.7436175	0.743617468	n
HMDB55943	LIPID	C67H98O6	998.7363409	999.7436175	0.743617468	n
HMDB51678	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB51712	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB51886	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB51888	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB52604	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB52703	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB52708	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB52731	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB52806	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB53444	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB53529	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB53534	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB53553	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB53618	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB54493	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB54498	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB54513	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB54518	LIPID	C66H110O6	998.8302413	999.8375179	0.837517852	n
HMDB42495	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB44015	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB44205	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB44232	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB44393	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB44820	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB44976	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB45029	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB45054	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB45210	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB45597	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB45721	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB45747	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB45772	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB45822	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB45846	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB45847	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB45997	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB46346	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB46465	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB46489	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB46514	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB46537	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB46585	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB46586	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB46609	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB47067	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB47181	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB47204	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB47226	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB47250	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB47272	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB47273	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB47319	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB47342	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB47869	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB48529	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB48550	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB49161	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB49181	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB49200	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB49785	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB49804	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB49822	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB50360	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB50378	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB50395	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB51443	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB51459	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB51917	LIPID	C65H122O6	998.9241416	999.9314182	0.931418236	n
HMDB03945	Endogenous	C37H60N7O17P3S	999.2979238	1000.3052	0.305200355	n
HMDB12480	Endogenous	C37H60N7O17P3S	999.2979238	1000.3052	0.305200355	n
HMDB01986	Endogenous	C38H65NO29	999.3642251	1000.371502	0.371501723	n
HMDB06580	Endogenous	C38H65NO29	999.3642251	1000.371502	0.371501723	n
HMDB04838	Endogenous	C56H105NO13	999.7585925	1000.765869	0.765869051	n
HMDB04873	Endogenous	C56H105NO13	999.7585925	1000.765869	0.765869051	n
HMDB10551	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB10552	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB51389	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB53999	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB54263	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB54318	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB54323	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB54328	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB54881	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB54897	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB55067	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB55089	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB55115	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB55117	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB55122	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB55129	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB55136	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB55649	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB55674	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB55678	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB55771	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB55774	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB55794	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB55880	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB55917	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB55929	LIPID	C67H100O6	1000.751991	1001.759268	0.759267532	n
HMDB46654	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB46704	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB46966	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB46968	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB51672	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB51677	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB51706	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB51711	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB51784	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB51786	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB51869	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB51871	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB52169	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB52201	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB52334	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB52336	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB52484	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB52598	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB52603	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB52617	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB52702	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB52716	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB53340	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB53438	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB53443	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB53455	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB53528	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB53540	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB54492	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB54512	LIPID	C66H112O6	1000.845891	1001.853168	0.853167916	n
HMDB42255	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB42487	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB43981	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB44008	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB44197	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB44224	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB44787	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB44813	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB44838	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB44968	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB45021	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB45047	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB45565	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB45590	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB45614	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB45638	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB45639	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB45713	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB45739	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB45764	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB45815	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB46315	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB46339	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB46362	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB46385	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB46386	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB46409	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB46457	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
HMDB46481	LIPID	C65H124O6	1000.939792	1001.947068	0.9470683	n
